Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,Snaps/GP,Slot Rate,OPP Share,Weight OPP,Weight OPP/GP,Pass Comp,Comp/GP,Pass ATT,PA/GP,Pass Yards,PY/GP,Pass TDs,TDs/GP,Pass INT,INT/GP,Comp %,Clean Pocket %,Deep Ball Comp %,TD Rate,Pass Yards/TD,TD:INT,Yards/ ATT,AY/A,Attempted Air Yards,ATT Air Yards/GP,Completed Air Yards,Comp Air Yards/GP,aDOT,QB Rating,Total QBR,CPOE,Rush ATT,Rush ATT/GP,Rush Yards,Rush YDs/GP,Rush TDs,Rush TDs/ GP,TD Rate,Rush YDs/TD,YPC,Evaded Tackles,ET/GP,Big Runs,Juke Rate,GL ATT,FUM,REC,REC/GP,Targets,Targets/GP,Target Share,RZ Targets,Catch Rate,Routes,Routes/GP,Yards/ Route,REC Yards,REC YDs/GP,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,REC TDs/GP,TD Rate,REC YDs/TD,YDs/TM Pass ATT,Air Yards,Air Yards/GP,Air Yards MS,WOPR,RACR,YAC,YAC/GP,Touches,Touches/GP,Scrim Yards,Scrim Yards/GP,Scrim TDs,Scrim TDs/GP,SCRIM YDs/ Play,Fantasy Points,Exp Points,FPOE,PPR PPG,PPG Rank,FP/ Touch,PPR Rank
Russell Wilson,SEA,QB,2012,8,285,297,211,535,"2,654",535,100.0%,66.9,-,-,-,-,211,26.4,297,37.1,2541,317.6,28,3.5,8,1.0,71.0%,78.0%,45.2%,9.4%,90.8,3.5,8.6,9.2,2654,331.8,2654,331.8,8.9,117.1,82.6,9.9,37,4.6,265,33.1,1,0.13,2.7%,-,-,-,-,-,-,-,2,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,226.1,182.1,75.6,28.3,2,-,3
Ryan Fitzpatrick,MIA,QB,2005,6,197,199,170,392,"1,554",387,98.7%,64.5,-,-,-,-,138,23.0,197,32.8,1535,255.8,10,1.7,7,1.2,70.1%,70.6%,62.5%,5.1%,153.5,1.4,7.8,7.2,1527,254.5,1527,254.5,7.8,95.0,80.7,5.1,25,4.2,135,22.5,2,0.33,8.0%,-,-,-,-,-,-,-,0,1,0.2,1,0.2,0.5%,-,100%,-,-,-,0,0.0,0.0,0.0,-4.0,0,0.000,0.0%,-,0.00,-4,-0.7,-0.3%,0.01,0.00,4,-,-,-,-,-,-,-,-,113.9,124.7,10.5,19.0,14,-,24
Ryan Izzo,NE,TE,2018,8,231,240,254,535,"1,656",422,78.9%,52.8,25.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,1,9,1.1,15,1.9,6.5%,1,60%,119,14.9,1.0,114,14.3,12.7,7.6,0.0,0,0.000,0.0%,-,0.48,0,0.0,0.0%,0.10,-,0,0.0,9,1.1,114,14.3,0,0.00,0.21,18.4,24.1,-3.7,2.3,49,2.0,49
Ryan Tannehill,TEN,QB,2012,8,246,255,256,533,"2,032",533,100.0%,66.6,-,-,-,-,167,20.9,254,31.8,1979,247.4,19,2.4,3,0.4,65.7%,74.5%,36.4%,7.5%,104.2,6.3,7.8,8.8,2034,254.3,2034,254.3,8.0,109.4,79.1,2.3,22,2.8,105,13.1,1,0.13,4.5%,-,-,-,-,-,-,-,1,1,0.1,1,0.1,0.4%,-,100%,-,-,-,0,0.0,0.0,0.0,0.0,0,0.000,0.0%,-,0.00,0,0.0,0.0%,0.01,-,0,-,-,-,-,-,-,-,-,164.7,138.4,50.2,20.6,10,-,10
Sam Darnold,NYJ,QB,2018,6,184,193,154,376,"1,331",372,98.9%,62.0,-,-,-,-,112,18.7,191,31.8,1045,174.2,3,0.5,6,1.0,58.6%,78.7%,33.3%,1.6%,348.3,0.5,5.5,4.4,1356,226.0,1356,226.0,7.1,65.9,40.2,-4.7,18,3.0,138,23.0,1,0.17,5.6%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,61.6,92.0,-19.8,10.3,39,-,31
Sammy Watkins,KC,WR,2014,5,189,193,148,349,"1,259",237,67.9%,47.4,31.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.2,3,0.6,0,0.00,0.0%,-,3.0,-,-,-,-,-,1,21,4.2,29,5.8,15.3%,6,72%,140,28.0,1.6,222,44.4,10.6,7.7,7.3,2,0.400,9.5%,111.0,1.15,211,42.2,16.8%,0.35,1.05,78,15.6,22,4.4,225,45.0,2,0.40,0.64,53.5,51.0,4.5,10.7,48,2.4,82
Saquon Barkley,NYG,RB,2018,2,75,81,47,133,486,67,50.4%,33.5,-,59.6%,25.3,12.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,19,9.5,34,17.0,0,0.00,0.0%,-,1.8,5,2.5,1,20.0%,1,0,6,3.0,9,4.5,12.0%,2,67%,34,17.0,1.8,60,30.0,10.0,6.7,3.8,0,0.000,0.0%,-,0.74,34,17.0,7.0%,0.23,1.76,55,27.5,25,12.5,94,47.0,0,0.00,0.71,15.4,26.1,-10.7,7.7,55,0.6,88
Scott Miller,TB,WR,2019,9,336,347,271,603,"2,921",337,55.9%,37.4,22.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,3,0.3,14,1.6,0,0.00,0.0%,-,4.7,-,-,-,-,-,0,25,2.8,38,4.2,11.3%,3,66%,191,21.2,2.1,400,44.4,16.0,10.5,18.2,2,0.222,8.0%,200.0,1.15,693,77.0,23.7%,0.34,0.58,77,8.6,28,3.1,414,46.0,2,0.22,0.69,78.4,64.8,15.6,8.7,72,2.8,54
Sony Michel,NE,RB,2018,3,90,91,96,205,581,60,29.3%,20.0,-,30.2%,19.9,6.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,26,8.7,173,57.7,1,0.33,3.8%,173.0,6.7,11,3.7,2,39.3%,1,0,2,0.7,3,1.0,3.3%,0,67%,12,4.0,1.9,23,7.7,11.5,7.7,-0.3,0,0.000,0.0%,-,0.25,-1,-0.3,-0.2%,0.05,-23.00,24,8.0,28,9.3,196,65.3,1,0.33,0.96,27.6,19.9,7.7,9.2,40,1.0,76
Stefon Diggs,BUF,WR,2015,9,312,319,211,596,"2,607",543,91.1%,60.3,26.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,63,7.0,91,10.1,29.2%,7,69%,287,31.9,2.8,813,90.3,12.9,8.9,10.6,3,0.333,4.8%,271.0,2.55,966,107.3,37.1%,0.70,0.84,151,16.8,63,7.0,813,90.3,3,0.33,1.36,162.3,146.5,15.8,18.0,10,2.6,4
Sterling Shepard,NYG,WR,2016,5,178,187,132,344,"1,274",226,65.7%,45.2,31.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,2,0.4,24,4.8,0,0.00,0.0%,-,12.0,-,-,-,-,-,0,28,5.6,36,7.2,20.2%,5,78%,107,21.4,2.3,248,49.6,8.9,6.9,6.8,1,0.200,3.6%,248.0,1.33,243,48.6,19.1%,0.44,1.02,73,14.6,30,6.0,272,54.4,1,0.20,0.79,61.2,63.1,-1.9,12.2,40,2.0,72
Steven Sims,WAS,WR,2019,4,138,140,113,255,921,157,61.6%,39.3,61.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,1,7,1.8,9,2.3,6.5%,1,78%,80,20.0,1.3,107,26.8,15.3,11.9,9.2,0,0.000,0.0%,-,0.76,83,20.8,9.0%,0.16,1.29,65,16.3,7,1.8,107,26.8,0,0.00,0.42,15.7,15.3,2.4,3.9,119,2.2,126
Tarik Cohen,CHI,RB,2017,3,113,115,92,212,"1,154",77,36.3%,25.7,-,25.0%,22.4,7.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,14,4.7,74,24.7,0,0.00,0.0%,-,5.3,4,1.3,2,20.0%,0,0,6,2.0,9,3.0,8.0%,2,67%,54,18.0,0.8,41,13.7,6.8,4.6,1.7,0,0.000,0.0%,-,0.36,15,5.0,1.3%,0.13,2.73,61,20.3,20,6.7,115,38.3,0,0.00,0.54,17.5,20.6,-3.1,5.8,65,0.9,83
Taysom Hill,NO,QB,2017,8,285,289,290,552,"1,587",127,23.0%,15.9,-,-,-,-,4,0.5,5,0.6,86,10.8,0,0.0,0,0.0,80.0%,-,-,0.0%,-,-,17.2,17.2,47,5.9,47,5.9,9.4,-,#N/A,-,26,3.3,141,17.6,1,0.13,3.8%,-,-,-,-,-,-,-,1,6,0.8,9,1.1,3.2%,-,67%,-,-,-,74,9.3,12.3,8.2,5.1,1,0.125,16.7%,-,0.26,46,5.8,2.9%,0.07,1.61,32,-,-,-,-,-,-,-,-,40.9,0.0,0.0,5.1,44,-,36
Teddy Bridgewater,CAR,QB,2014,9,297,312,266,584,"2,137",578,99.0%,64.2,-,-,-,-,220,24.4,307,34.1,2408,267.6,11,1.2,6,0.7,71.7%,80.6%,41.4%,3.6%,218.9,1.8,7.8,7.7,2065,229.4,2065,229.4,6.7,98.3,68.2,7.0,32,3.6,180,20.0,2,0.22,6.3%,-,-,-,-,-,-,-,1,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,156.3,164.8,19.5,17.4,23,-,12
Tee Higgins,CIN,WR,2020,8,321,331,239,595,"2,688",408,68.6%,51.0,17.4%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,5,0.6,28,3.5,0,0.00,0.0%,-,5.6,-,-,-,-,-,0,33,4.1,52,6.5,16.2%,6,63%,252,31.5,1.9,488,61.0,14.8,9.4,12.4,3,0.375,9.1%,162.7,1.47,646,80.8,24.0%,0.41,0.76,155,19.4,38,4.8,516,64.5,3,0.38,0.87,102.6,91.3,11.3,12.8,38,2.7,29
Terry McLaurin,WAS,WR,2019,8,271,282,243,522,"1,714",490,93.9%,61.3,17.1%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,3,0.4,0,0.00,0.0%,-,3.0,-,-,-,-,-,0,50,6.3,77,9.6,28.4%,7,65%,263,32.9,2.6,692,86.5,13.8,9.0,10.1,3,0.375,6.0%,230.7,2.45,776,97.0,45.3%,0.74,0.89,278,34.8,51,6.4,695,86.9,3,0.38,1.33,137.5,125.9,11.6,17.2,14,2.7,12
Tevin Coleman,SF,RB,2015,3,99,101,97,193,645,42,21.8%,14.0,-,25.8%,18.5,6.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,21,7.0,50,16.7,0,0.00,0.0%,-,2.4,10,3.3,0,41.7%,0,0,3,1.0,4,1.3,4.0%,1,75%,16,5.3,2.1,34,11.3,11.3,8.5,5.0,0,0.000,0.0%,-,0.34,20,6.7,3.1%,0.08,1.70,14,4.7,24,8.0,84,28.0,0,0.00,0.44,11.4,15.4,-4.0,3.8,83,0.5,94
Tim Patrick,DEN,WR,2017,7,243,253,194,483,"2,478",376,77.8%,53.7,15.6%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,27,3.9,42,6.0,17.3%,3,64%,170,24.3,2.3,383,54.7,14.2,9.1,14.9,3,0.429,11.1%,127.7,1.51,624,89.1,25.2%,0.44,0.61,63,9.0,27,3.9,383,54.7,3,0.43,0.79,83.3,70.0,13.3,11.9,43,3.1,44
TJ Hockenson,DET,TE,2019,8,279,291,246,540,"2,422",384,71.1%,48.0,25.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,34,4.3,49,6.1,17.6%,10,69%,195,24.4,1.8,360,45.0,10.6,7.3,7.1,5,0.625,14.7%,72.0,1.24,349,43.6,14.4%,0.36,1.03,159,19.9,34,4.3,360,45.0,5,0.63,0.67,100.0,96.8,5.2,12.5,4,2.9,3
Todd Gurley,ATL,RB,2015,9,342,352,293,653,"3,061",372,57.0%,41.3,-,61.8%,127.2,14.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,159,17.7,584,64.9,9,1.00,5.7%,64.9,3.7,29,3.2,4,16.7%,7,0,15,1.7,22,2.4,6.4%,0,68%,131,14.6,0.6,79,8.8,5.3,3.6,-0.1,0,0.000,0.0%,-,0.22,-3,-0.3,-0.1%,0.10,-26.33,70,7.8,174,19.3,663,73.7,9,1.00,1.02,135.3,134.6,0.7,15.0,16,0.8,6
Tom Brady,TB,QB,2000,9,336,347,271,603,"2,921",593,98.3%,65.9,-,-,-,-,226,25.1,346,38.4,2398,266.4,20,2.2,7,0.8,65.3%,72.2%,41.9%,5.8%,119.9,2.9,6.9,7.2,3018,335.3,3018,335.3,8.7,96.2,71.6,3.2,17,1.9,6,0.7,2,0.22,11.8%,-,-,-,-,-,-,-,1,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,172.5,186.7,12.0,19.2,13,-,7
Tony Pollard,DAL,RB,2019,9,378,390,282,680,"2,953",152,22.4%,16.9,-,23.4%,57.5,6.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,47,5.2,206,22.9,1,0.11,2.1%,206.0,4.4,15,1.7,0,25.0%,1,0,13,1.4,19,2.1,5.0%,2,68%,117,13.0,0.7,78,8.7,6.0,4.1,-1.2,0,0.000,0.0%,-,0.20,-22,-2.4,-0.7%,0.07,-3.55,107,11.9,60,6.7,284,31.6,1,0.11,0.42,47.4,53.2,-5.8,5.3,70,0.8,51
Travis Fulgham,PHI,WR,2019,5,168,175,108,337,"1,633",278,82.5%,55.6,20.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,29,5.8,44,8.8,26.2%,8,66%,175,35.0,2.5,435,87.0,15.0,9.9,11.3,4,0.800,13.8%,108.8,2.49,495,99.0,30.3%,0.61,0.88,97,19.4,29,5.8,435,87.0,4,0.80,1.29,96.5,73.0,23.5,19.3,5,3.3,34
Travis Homer,SEA,RB,2019,8,285,297,211,535,"2,654",131,24.5%,16.4,-,15.2%,25.6,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,25,3.1,88,11.0,0,0.00,0.0%,-,3.5,2,0.3,0,6.5%,1,0,6,0.8,7,0.9,2.5%,1,86%,45,5.6,1.6,71,8.9,11.8,10.1,0.3,1,0.125,16.7%,71.0,0.24,2,0.3,0.1%,0.04,35.50,8,1.0,31,3.9,159,19.9,1,0.13,0.30,27.9,25.9,2.0,3.5,84,0.9,74
Travis Kelce,KC,TE,2013,9,330,336,256,601,"2,262",515,85.7%,57.2,24.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,1,58,6.4,79,8.8,23.9%,12,73%,266,29.6,2.9,769,85.4,13.3,9.7,7.0,6,0.667,10.3%,128.2,2.29,551,61.2,24.4%,0.53,1.40,293,32.6,58,6.4,769,85.4,6,0.67,1.28,168.9,130.8,40.1,18.8,1,2.9,1
Tre'Quan Smith,NO,WR,2018,8,285,289,290,552,"1,587",439,79.5%,54.9,48.5%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,26,3.3,34,4.3,11.9%,4,76%,240,30.0,1.3,305,38.1,11.7,9.0,9.3,3,0.375,11.5%,101.7,1.06,315,39.4,19.8%,0.32,0.97,82,10.3,26,3.3,305,38.1,3,0.38,0.55,74.5,56.8,17.7,9.3,64,2.9,58
Trent Taylor,SF,WR,2017,9,303,310,302,603,"2,011",197,32.7%,21.9,64.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,10,1.1,20,2.2,6.6%,5,50%,121,13.4,0.7,86,9.6,8.6,4.3,5.9,0,0.000,0.0%,-,0.28,117,13.0,5.8%,0.14,0.74,41,4.6,10,1.1,86,9.6,0,0.00,0.14,18.6,31.6,-13.0,2.1,132,1.9,122
Troymaine Pope,LAC,RB,2016,2,73,78,83,158,582,41,25.9%,20.5,-,21.7%,17.5,8.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,11,5.5,73,36.5,0,0.00,0.0%,-,6.6,1,0.5,1,6.3%,0,0,5,2.5,7,3.5,9.6%,1,71%,19,9.5,1.5,28,14.0,5.6,4.0,-2.4,0,0.000,0.0%,-,0.36,-17,-8.5,-2.9%,0.12,-1.65,31,15.5,16,8.0,101,50.5,0,0.00,0.64,15.1,15.0,0.1,7.6,56,0.9,90
Tua Tagovailoa,MIA,QB,2020,2,48,50,49,110,347,115,104.5%,57.5,-,-,-,-,34,17.0,52,26.0,350,175.0,3,1.5,0,0.0,65.4%,-,-,5.8%,116.7,-,6.7,7.9,356,178.0,356,178.0,6.8,103.8,-,-1.8,9,4.5,35,17.5,0,0.00,0.0%,-,-,-,-,-,-,-,1,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,27.5,31.1,2.0,13.8,29,-,39
TY Hilton,IND,WR,2012,7,232,236,248,475,"1,746",326,68.6%,46.6,16.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,22,3.1,39,5.6,16.8%,4,56%,198,28.3,1.3,251,35.9,11.4,6.4,10.7,0,0.000,0.0%,-,1.06,419,59.9,24.0%,0.42,0.60,66,9.4,22,3.1,251,35.9,0,0.00,0.53,47.1,60.6,-13.5,6.7,97,2.1,89
Ty Montgomery,NO,RB,2015,2,67,68,76,128,352,10,7.8%,5.0,-,5.3%,5.4,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.5,-4,-2.0,0,0.00,0.0%,-,-4.0,0,0.0,0,0.0%,0,0,2,1.0,3,1.5,4.5%,0,67%,7,3.5,3.6,25,12.5,12.5,8.3,-0.7,0,0.000,0.0%,-,0.37,-2,-1.0,-0.6%,0.06,-12.50,26,13.0,3,1.5,21,10.5,0,0.00,0.16,4.1,5.3,-1.2,2.1,97,1.4,99
Tyler Boyd,CIN,WR,2016,8,321,331,239,595,"2,688",463,77.8%,57.9,76.7%,-,-,-,1,0.1,1,0.1,16,2.0,0,0.0,0,0.0,-,-,-,0.0%,-,-,16.0,16.0,-12,-1.5,-12,-1.5,-,-,-,-,4,0.5,38,4.8,0,0.00,0.0%,-,9.5,-,-,-,-,-,0,54,6.8,68,8.5,21.2%,11,79%,319,39.9,1.8,584,73.0,10.8,8.6,8.6,3,0.375,5.6%,194.7,1.76,584,73.0,21.7%,0.47,1.00,164,20.5,58,7.3,622,77.8,3,0.38,1.05,134.8,119.3,15.7,16.9,15,2.3,13
Tyler Eifert,JAC,TE,2013,7,267,278,179,467,"2,119",248,53.1%,35.4,39.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,15,2.1,28,4.0,10.5%,6,54%,133,19.0,1.1,141,20.1,9.4,5.0,7.4,1,0.143,6.7%,141.0,0.51,207,29.6,9.8%,0.23,0.68,45,6.4,15,2.1,141,20.1,1,0.14,0.30,35.1,44.9,-9.8,5.0,35,2.3,34
Tyler Ervin,GB,RB,2016,6,203,211,222,417,"1,738",130,31.2%,21.7,-,11.7%,29.2,4.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,12,2.0,67,11.2,0,0.00,0.0%,-,5.6,0,0.0,1,0.0%,0,0,10,1.7,14,2.3,6.9%,1,71%,53,8.8,1.5,81,13.5,8.1,5.8,-0.9,0,0.000,0.0%,-,0.38,-13,-2.2,-0.7%,0.10,-6.23,45,7.5,22,3.7,148,24.7,0,0.00,0.35,24.8,27.2,-2.4,4.1,79,1.1,78
Tyler Higbee,LAR,TE,2016,7,241,251,231,491,"1,758",380,77.4%,54.3,13.2%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,20,2.9,25,3.6,10.4%,3,80%,129,18.4,1.8,237,33.9,11.9,9.5,6.8,3,0.429,15.0%,79.0,0.94,170,24.3,9.7%,0.22,1.39,102,14.6,20,2.9,237,33.9,3,0.43,0.48,61.7,44.7,19.0,8.8,19,3.1,19
Tyler Johnson,TB,WR,2020,7,267,276,209,472,"2,380",189,40.0%,27.0,40.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,10,1.4,12,1.7,4.5%,2,83%,87,12.4,1.4,118,16.9,11.8,9.8,8.4,2,0.286,20.0%,59.0,0.43,101,14.4,4.2%,0.10,1.17,34,4.9,10,1.4,118,16.9,2,0.29,0.25,33.8,21.6,12.2,4.8,109,3.4,104
Tyler Lockett,SEA,WR,2015,8,285,297,211,535,"2,654",499,93.3%,62.4,55.7%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,53,6.6,70,8.8,24.6%,9,76%,276,34.5,2.2,615,76.9,11.6,8.8,10.5,7,0.875,13.2%,87.9,2.07,736,92.0,27.7%,0.56,0.84,149,18.6,53,6.6,615,76.9,7,0.88,1.15,156.5,120.0,36.5,19.6,3,3.0,5
Tyreek Hill,KC,WR,2016,9,330,336,256,601,"2,262",516,85.9%,57.3,44.0%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,8,0.9,62,6.9,1,0.11,12.5%,62.0,7.8,-,-,-,-,-,0,44,4.9,72,8.0,21.8%,8,61%,276,30.7,2.4,650,72.2,14.8,9.0,13.8,9,1.000,20.5%,72.2,1.93,994,110.4,43.9%,0.63,0.65,195,21.7,52,5.8,712,79.1,10,1.11,1.18,175.2,126.9,48.3,19.5,4,3.4,1
Tyrod Taylor,LAC,QB,2011,2,70,72,69,153,644,75,49.0%,37.5,-,-,-,-,16,8.0,30,15.0,208,104.0,0,0.0,0,0.0,53.3%,-,-,0.0%,-,-,6.9,6.9,335,167.5,335,167.5,11.2,75.4,-,-2.5,6,3.0,7,3.5,0,0.00,0.0%,-,-,-,-,-,-,-,0,0,0.0,0,0.0,0.0%,-,-,-,-,-,0,0.0,-,-,-,0,0.000,-,-,0.00,0,0.0,0.0%,0.00,-,0,-,-,-,-,-,-,-,-,9.0,16.3,-5.2,4.5,45,-,46
Van Jefferson,LAR,WR,2020,8,272,284,264,563,"2,025",108,19.2%,13.5,21.6%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,-1,-0.1,0,0.00,0.0%,-,-1.0,-,-,-,-,-,0,9,1.1,14,1.8,5.1%,1,64%,52,6.5,2.3,121,15.1,13.4,8.6,13.4,0,0.000,0.0%,-,0.43,187,23.4,9.2%,0.14,0.65,12,1.5,10,1.3,120,15.0,0,0.00,0.21,21.0,22.5,-1.5,2.6,128,2.1,119
Will Dissly,SEA,TE,2018,8,285,297,211,535,"2,654",246,46.0%,30.8,14.3%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,12,1.5,14,1.8,4.9%,3,86%,89,11.1,1.5,137,17.1,11.4,9.8,4.6,1,0.125,8.3%,137.0,0.46,65,8.1,2.4%,0.09,2.11,70,8.8,12,1.5,137,17.1,1,0.13,0.26,31.7,25.6,6.1,4.0,39,2.6,36
Will Fuller,HOU,WR,2016,8,263,272,180,492,"2,334",415,84.3%,51.9,16.9%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,1,0.1,0,0.0,0,0.00,0.0%,-,0.0,-,-,-,-,-,0,36,4.5,52,6.5,19.8%,8,69%,231,28.9,2.6,590,73.8,16.4,11.3,12.8,6,0.750,16.7%,98.3,2.17,665,83.1,28.5%,0.50,0.89,99,12.4,37,4.6,590,73.8,6,0.75,1.20,131.0,89.8,41.2,16.4,16,3.5,14
Willie Snead,BAL,WR,2014,8,208,216,216,519,"1,876",339,65.3%,42.4,72.8%,-,-,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-,-,-,-,-,-,-,-,0,0.0,0,0.0,-,-,-,-,0,0.0,0,0.0,0,0.00,-,-,-,-,-,-,-,-,0,20,2.5,26,3.3,12.5%,3,77%,142,17.8,2.1,292,36.5,14.6,11.2,8.5,1,0.125,5.0%,292.0,1.35,222,27.8,11.8%,0.27,1.32,118,14.8,20,2.5,292,36.5,1,0.13,0.56,55.2,40.9,14.3,6.9,93,2.8,80
